1519832063979,0.0,0.0,0.0
1519832064001,0.0,0.0,0.0
1519832064022,0.31577635,-1.1225247,0.6958599
1519832064044,0.44802403,-1.036144,0.29483032
1519832064065,0.7175591,-0.3438828,1.6819067
1519832064087,0.41125083,-1.2720344,1.3513222
1519832064108,-0.32415867,-0.6315167,1.3102217
1519832064129,-0.3476882,-0.60908246,0.046221733
1519832064151,0.65501857,-1.1013458,-0.6306181
1519832064175,2.4667346,-1.1979692,0.6408367
1519832064196,-0.10937834,-0.52522695,1.3399792
1519832064216,0.0347054,0.21052516,1.2364101
1519832064238,-0.5017817,-0.031581223,1.3638525
1519832064259,-1.2486656,0.5058334,1.769453
1519832064281,-2.81041,2.782208,1.704422
1519832064302,-2.071348,1.1164591,1.1322756
1519832064323,-0.76163745,-0.086627126,-0.7866869
1519832064346,0.3082661,-0.6453465,-2.14925
1519832064368,2.1618333,-3.2053347,-1.4798985
1519832064389,3.7025914,-4.4163866,-0.39143753
1519832064410,3.1420922,-3.71985,-0.07409763
1519832064431,1.1120396,-1.4042697,0.6959686
1519832064452,-0.2408227,0.21678948,1.6494884
1519832064477,-0.103704214,-0.7229226,0.8692169
1519832064499,0.20474225,-1.1782355,0.3382988
1519832064521,0.5614094,-0.8355506,-0.13166046
1519832064543,-0.27328175,-0.5492628,-0.13261795
1519832064565,-0.26326847,-0.71635544,-0.17951584
1519832064587,-0.03166309,-0.16096912,-0.72047806
1519832064608,-0.28541777,-0.6732984,-1.048809
1519832064629,-0.60411435,-0.055364594,-0.4688692
1519832064650,-0.46999505,-2.618134E-5,-0.58383465
1519832064673,0.61433864,0.18344137,0.52690125
1519832064694,0.82869023,-0.34860498,0.18216228
1519832064715,0.04324618,-0.5137335,-0.09852409
1519832064741,-0.2971337,0.07211004,-0.0040454865
1519832064762,0.07161698,-0.061514936,-0.07601166
1519832064784,0.41417184,0.15550235,-0.6063719
1519832064806,0.106256396,-0.040826797,-1.1862717
1519832064828,-0.28776342,-0.16549683,-1.4462166
1519832064850,-0.55029345,0.048414797,0.046203613
1519832064873,-0.4900143,-0.025977582,0.3306389
1519832064895,-0.1322118,-0.21968699,0.38937378
1519832064916,0.25953233,-0.45952997,0.40451717
1519832064939,0.2462455,-0.30031613,0.3772869
1519832064961,0.14061987,-0.13141093,-0.062101364
1519832064982,0.034021378,-0.03437859,-0.50118446
1519832065004,0.06110421,0.011218011,-0.49236584
1519832065025,0.27148247,-0.05929321,-0.15031433
1519832065047,0.3053542,-0.18757898,0.20870113
1519832065068,-0.049842954,-0.15246508,0.376379
1519832065095,-0.16991456,-0.09430483,0.2916069
1519832065116,-0.015953034,-0.11873433,0.14951038
1519832065138,4.079193E-4,-0.06708324,0.107868195
1519832065159,0.11937814,-0.037029326,0.08290005
1519832065181,0.32046247,-0.09042454,-0.2667446
1519832065204,0.5146134,-0.001138866,-0.47221756
1519832065226,0.7944584,0.08975625,-0.4321289
1519832065247,1.2084907,0.04239577,-0.139678
1519832065269,2.026511,0.13891917,0.121356964
1519832065291,2.998345,0.3440342,-0.12403202
1519832065312,3.6653242,0.4616937,-0.2237482
1519832065334,4.668229,0.5446768,0.33096504
1519832065357,5.043803,0.52283376,0.4475708
1519832065378,4.8476925,-0.052009583,0.19746208
1519832065400,4.259839,-0.5250266,0.4907093
1519832065422,3.90451,-0.81965446,0.8676691
1519832065443,3.2306104,-1.1437247,0.9702654
1519832065465,2.2067113,-1.4754274,0.5987425
1519832065486,0.527864,-2.0080242,0.077153206
1519832065507,-0.8524093,-2.1250205,-0.15952682
1519832065529,-2.6447337,-2.4076982,-0.48044205
1519832065550,-4.025575,-2.347818,-0.30549812
1519832065574,-4.538345,-1.8070834,0.037119865
1519832065595,-4.7472568,-1.450366,-0.1468277
1519832065617,-4.740452,-1.3496823,0.017363548
1519832065640,-4.2603006,-1.2696238,0.35106945
1519832065662,-3.918927,-1.0578632,0.27184105
1519832065684,-3.5788393,-0.62011755,-0.75982
1519832065706,-2.4356482,-0.54360795,-0.68321705
1519832065727,-1.6223305,-0.52839774,0.23167038
1519832065748,-1.2896888,-0.5497807,0.68077755
1519832065772,-1.1749012,-0.40398693,0.5856333
1519832065794,-0.7872664,-0.23916727,0.19932556
1519832065816,-0.5709985,-0.20864195,0.12729359
1519832065837,-0.38330063,-0.29437274,0.024975777
1519832065858,-0.11696243,-0.21863472,0.045746803
1519832065880,0.033625543,-0.11518568,0.08117676
1519832065901,0.17847508,0.037447214,-0.069945335
1519832065923,0.2951759,0.08462727,-0.05000019
1519832065945,0.07160811,-0.14351839,0.041819572
1519832065967,0.06677829,-0.22708505,0.05943203
1519832065989,0.11045265,-0.051292777,0.07122898
1519832066010,0.07438387,0.08092928,-0.20987034
1519832066031,-0.08965483,-0.020543754,-0.27251434
1519832066053,-0.09903641,-0.08590418,0.0145998
1519832066074,-0.07518011,-0.035202622,0.09039974
1519832066095,0.07987453,0.029490829,-0.22887707
1519832066117,0.16232796,0.028494895,-0.2780981
1519832066138,0.09869738,-0.09470242,-0.021392822
1519832066161,0.11998238,-0.07803911,0.07914448
1519832066183,0.2838554,-0.032969475,0.18278122
1519832066206,0.36081138,-0.10123986,0.037332535
1519832066227,0.20070833,-0.066710114,0.13254452
1519832066248,0.14575464,-0.08789313,0.20436192
1519832066269,0.054631636,-0.108336985,0.025157928
1519832066291,-0.081280366,-0.06470287,0.074487686
1519832066314,-0.10095067,0.033821225,-0.073685646
1519832066335,0.17185636,0.118328154,-0.29656124
